Date,Average Voltage (V),sensor 1,sensor 2,sensor 3,sensor 4,sensor 5,sensor 6,sensor 7,sensor 8,sensor 9,sensor 10,sensor 11,sensor 12,sensor 13,sensor 14,sensor 15,sensor 16,sensor 17,sensor 18,sensor 19,sensor 20,sensor 21,sensor 22,sensor 23,sensor 24,sensor 25,sensor 26,sensor 27,sensor 28,sensor 29,sensor 30,sensor 31,sensor 32,sensor 33,sensor 34,sensor 35,sensor 36,sensor 37,sensor 38,sensor 39,sensor 40,sensor 41,sensor 42,sensor 43,sensor 44,sensor 45,sensor 46,sensor 47,sensor 48,sensor 49,sensor 50,sensor 51,sensor 52,sensor 53,sensor 54,sensor 55,sensor 56,sensor 57,sensor 58,sensor 59,sensor 60,sensor 61,sensor 62,sensor 63,sensor 64,sensor 65,sensor 66,sensor 67,sensor 68,sensor 69,sensor 70,sensor 71,sensor 72,sensor 73,sensor 74,sensor 75,sensor 76,sensor 77,sensor 78,sensor 79,sensor 80,sensor 81,sensor 82,sensor 83,sensor 84,sensor 85,sensor 86,sensor 87,sensor 88,sensor 89,sensor 90,sensor 91,sensor 92
2025-07-10,123.20218,125.98333,123.04302,123.35760,124.73553,125.55069,125.03576,123.21537,121.29312,126.17939,123.90714,123.21826,124.57396,121.70289,123.34383,126.37180,127.27493,123.00060,124.29058,125.45441,124.77486,124.54420,124.20503,123.17231,124.72152,124.48512,124.18366,123.88697,123.69274,123.85289,122.66545,123.94410,119.63032,121.38967,122.69805,124.42630,122.63980,121.01447,122.38453,123.01434,125.18058,125.05561,122.78020,123.94072,123.59402,122.39980,122.62626,122.01115,121.41821,121.68241,122.70824,124.51586,122.67115,122.92096,123.81711,122.77321,122.23623,123.17745,122.04263,123.07328,122.62594,122.29217,122.17893,125.09440,119.39200,121.99610,121.07826,122.36549,121.52513,124.77325,121.92535,122.82547,122.47665,125.42340,123.30563,129.63507,124.26030,120.39061,122.00880,122.68316,121.63764,121.74613,121.75084,122.04653,120.52504,123.26118,122.73992,122.13134,122.74061,124.98869,121.07331,120.61304,123.60785
2025-07-11,123.19159,125.96917,123.00306,123.34708,124.68791,125.50816,124.99695,123.24686,121.32660,126.12479,123.87960,123.19557,124.54923,121.67648,123.32727,126.33697,127.11501,123.00634,124.24402,125.42068,124.78571,124.43670,124.16975,123.14967,124.68778,124.46347,124.14539,123.86005,123.67339,123.78907,122.63240,123.93897,119.62704,121.36385,122.69539,124.42430,122.61377,121.00171,122.37785,123.02135,125.16575,125.04522,122.77695,123.95137,123.57821,122.38987,122.65210,122.01129,121.41930,121.67850,122.69322,124.52075,122.67273,122.91527,123.81356,122.74746,122.19911,123.14875,122.03110,123.06296,122.64377,122.30213,122.19512,125.12235,119.41755,122.01446,121.08852,122.37368,121.53919,124.78191,121.95729,122.81136,122.49771,125.43786,123.31832,129.54097,124.24851,120.39539,122.03775,122.69672,121.63769,121.75799,121.77725,122.04947,120.51347,123.25789,122.77462,122.14982,122.74685,124.96181,121.08218,120.60910,123.59643
2025-07-12,123.18101,125.95501,122.96310,123.33656,124.64028,125.46563,124.95814,123.27836,121.36007,126.07020,123.85206,123.17287,124.52451,121.65007,123.31072,126.30214,126.95509,123.01207,124.19746,125.38694,124.79657,124.32919,124.13447,123.12703,124.65404,124.44182,124.10712,123.83313,123.65405,123.72524,122.59935,123.93383,119.62376,121.33802,122.69273,124.42229,122.58774,120.98895,122.37118,123.02836,125.15093,125.03484,122.77369,123.96202,123.56240,122.37995,122.67794,122.01143,121.42039,121.67458,122.67820,124.52565,122.67431,122.90958,123.81001,122.72171,122.16199,123.12005,122.01958,123.05265,122.66161,122.31208,122.21131,125.15030,119.44310,122.03283,121.09878,122.38187,121.55325,124.79056,121.98922,122.79726,122.51877,125.45232,123.33102,129.44686,124.23671,120.40018,122.06670,122.71027,121.63774,121.76984,121.80367,122.05240,120.50189,123.25460,122.80931,122.16831,122.75309,124.93493,121.09105,120.60517,123.58501
2025-07-13,123.17042,125.94085,122.92314,123.32604,124.59266,125.42311,124.91933,123.30985,121.39355,126.01561,123.82452,123.15018,124.49978,121.62365,123.29416,126.26731,126.79516,123.01781,124.15090,125.35321,124.80742,124.22169,124.09919,123.10439,124.62030,124.42018,124.06885,123.80620,123.63471,123.66141,122.56630,123.92869,119.62047,121.31219,122.69008,124.42029,122.56172,120.97618,122.36451,123.03537,125.13611,125.02446,122.77044,123.97268,123.54659,122.37003,122.70378,122.01157,121.42148,121.67067,122.66318,124.53054,122.67589,122.90389,123.80645,122.69596,122.12486,123.09135,122.00805,123.04234,122.67945,122.32204,122.22750,125.17824,119.46864,122.05120,121.10904,122.39007,121.56731,124.79922,122.02115,122.78315,122.53983,125.46678,123.34372,129.35275,124.22491,120.40497,122.09565,122.72383,121.63779,121.78169,121.83008,122.05534,120.49032,123.25131,122.84401,122.18680,122.75934,124.90805,121.09991,120.60123,123.57359
2025-07-14,123.15983,125.92670,122.88318,123.31552,124.54503,125.38058,124.88052,123.34135,121.42703,125.96102,123.79697,123.12749,124.47505,121.59724,123.27760,126.23248,126.63524,123.02354,124.10434,125.31947,124.81828,124.11419,124.06391,123.08176,124.58656,124.39853,124.03058,123.77928,123.61537,123.59759,122.53325,123.92356,119.61719,121.28636,122.68742,124.41829,122.53569,120.96342,122.35783,123.04237,125.12129,125.01407,122.76718,123.98333,123.53078,122.36011,122.72963,122.01171,121.42257,121.66676,122.64816,124.53543,122.67747,122.89820,123.80290,122.67021,122.08774,123.06266,121.99653,123.03203,122.69729,122.33200,122.24369,125.20619,119.49419,122.06956,121.11930,122.39826,121.58138,124.80787,122.05309,122.76904,122.56088,125.48124,123.35641,129.25864,124.21312,120.40975,122.12460,122.73738,121.63785,121.79355,121.85650,122.05827,120.47875,123.24802,122.87870,122.20529,122.76558,124.88117,121.10878,120.59730,123.56217
2025-07-15,123.14925,125.91254,122.84322,123.30501,124.49740,125.33806,124.84171,123.37284,121.46050,125.90643,123.76943,123.10480,124.45033,121.57083,123.26104,126.19764,126.47531,123.02927,124.05778,125.28573,124.82914,124.00668,124.02863,123.05912,124.55282,124.37688,123.99231,123.75236,123.59602,123.53376,122.50020,123.91842,119.61391,121.26053,122.68476,124.41629,122.50967,120.95066,122.35116,123.04938,125.10647,125.00369,122.76393,123.99398,123.51497,122.35019,122.75547,122.01186,121.42365,121.66284,122.63314,124.54033,122.67905,122.89251,123.79934,122.64446,122.05062,123.03396,121.98500,123.02172,122.71512,122.34196,122.25989,125.23414,119.51974,122.08793,121.12957,122.40645,121.59544,124.81653,122.08502,122.75494,122.58194,125.49570,123.36911,129.16454,124.20132,120.41454,122.15355,122.75094,121.63790,121.80540,121.88291,122.06121,120.46717,123.24474,122.91340,122.22378,122.77183,124.85428,121.11765,120.59336,123.55075
2025-07-16,123.13866,125.89838,122.80326,123.29449,124.44978,125.29553,124.80290,123.40433,121.49398,125.85183,123.74189,123.08211,124.42560,121.54441,123.24448,126.16281,126.31539,123.03501,124.01122,125.25200,124.83999,123.89918,123.99335,123.03648,124.51908,124.35523,123.95404,123.72544,123.57668,123.46993,122.46715,123.91329,119.61062,121.23471,122.68210,124.41429,122.48364,120.93790,122.34448,123.05639,125.09165,124.99331,122.76067,124.00464,123.49916,122.34027,122.78131,122.01200,121.42474,121.65893,122.61812,124.54522,122.68063,122.88682,123.79579,122.61871,122.01350,123.00526,121.97348,123.01140,122.73296,122.35191,122.27608,125.26209,119.54528,122.10630,121.13983,122.41465,121.60950,124.82519,122.11696,122.74083,122.60300,125.51016,123.38180,129.07043,124.18953,120.41933,122.18251,122.76449,121.63795,121.81725,121.90932,122.06414,120.45560,123.24145,122.94810,122.24227,122.77807,124.82740,121.12651,120.58943,123.53933
2025-07-17,123.12807,125.88422,122.76330,123.28397,124.40215,125.25301,124.76409,123.43583,121.52745,125.79724,123.71435,123.05942,124.40088,121.51800,123.22792,126.12798,126.15547,123.04074,123.96467,125.21826,124.85085,123.79167,123.95807,123.01384,124.48534,124.33358,123.91577,123.69852,123.55734,123.40610,122.43409,123.90815,119.60734,121.20888,122.67944,124.41229,122.45761,120.92513,122.33781,123.06340,125.07683,124.98292,122.75742,124.01529,123.48334,122.33035,122.80715,122.01214,121.42583,121.65502,122.60310,124.55011,122.68221,122.88113,123.79224,122.59296,121.97637,122.97656,121.96196,123.00109,122.75080,122.36187,122.29227,125.29004,119.57083,122.12466,121.15009,122.42284,121.62356,124.83384,122.14889,122.72673,122.62406,125.52462,123.39450,128.97632,124.17773,120.42412,122.21146,122.77805,121.63800,121.82911,121.93574,122.06708,120.44403,123.23816,122.98279,122.26076,122.78431,124.80052,121.13538,120.58549,123.52791
2025-07-18,123.11749,125.87007,122.72334,123.27345,124.35453,125.21048,124.72528,123.46732,121.56093,125.74265,123.68680,123.03673,124.37615,121.49159,123.21136,126.09315,125.99554,123.04648,123.91811,125.18453,124.86170,123.68417,123.92279,122.99120,124.45159,124.31194,123.87750,123.67159,123.53799,123.34228,122.40104,123.90301,119.60406,121.18305,122.67678,124.41028,122.43159,120.91237,122.33114,123.07041,125.06201,124.97254,122.75416,124.02594,123.46753,122.32043,122.83299,122.01228,121.42692,121.65110,122.58808,124.55500,122.68379,122.87544,123.78868,122.56721,121.93925,122.94786,121.95043,122.99078,122.76864,122.37183,122.30846,125.31798,119.59638,122.14303,121.16035,122.43103,121.63763,124.84250,122.18083,122.71262,122.64511,125.53908,123.40719,128.88221,124.16593,120.42890,122.24041,122.79160,121.63805,121.84096,121.96215,122.07001,120.43245,123.23487,123.01749,122.27925,122.79056,124.77364,121.14425,120.58156,123.51648
2025-07-19,123.10690,125.85591,122.68338,123.26293,124.30690,125.16795,124.68647,123.49882,121.59441,125.68806,123.65926,123.01404,124.35143,121.46518,123.19480,126.05832,125.83562,123.05221,123.87155,125.15079,124.87256,123.57667,123.88751,122.96856,124.41785,124.29029,123.83924,123.64467,123.51865,123.27845,122.36799,123.89788,119.60078,121.15722,122.67412,124.40828,122.40556,120.89961,122.32446,123.07741,125.04719,124.96215,122.75090,124.03659,123.45172,122.31051,122.85884,122.01242,121.42801,121.64719,122.57306,124.55990,122.68537,122.86974,123.78513,122.54146,121.90213,122.91917,121.93891,122.98047,122.78647,122.38179,122.32465,125.34593,119.62193,122.16140,121.17061,122.43922,121.65169,124.85115,122.21276,122.69851,122.66617,125.55354,123.41989,128.78811,124.15414,120.43369,122.26936,122.80516,121.63811,121.85281,121.98857,122.07295,120.42088,123.23158,123.05218,122.29774,122.79680,124.74676,121.15312,120.57762,123.50506
2025-07-20,123.09632,125.84175,122.64342,123.25241,124.25927,125.12543,124.64766,123.53031,121.62788,125.63347,123.63172,122.99135,124.32670,121.43876,123.17824,126.02348,125.67569,123.05794,123.82499,125.11705,124.88342,123.46916,123.85223,122.94592,124.38411,124.26864,123.80097,123.61775,123.49931,123.21462,122.33494,123.89274,119.59749,121.13139,122.67146,124.40628,122.37954,120.88685,122.31779,123.08442,125.03237,124.95177,122.74765,124.04725,123.43591,122.30059,122.88468,122.01256,121.42909,121.64328,122.55804,124.56479,122.68695,122.86405,123.78158,122.51571,121.86500,122.89047,121.92738,122.97015,122.80431,122.39174,122.34084,125.37388,119.64747,122.17976,121.18087,122.44742,121.66575,124.85981,122.24469,122.68441,122.68723,125.56800,123.43259,128.69400,124.14234,120.43848,122.29831,122.81871,121.63816,121.86467,122.01498,122.07588,120.40931,123.22829,123.08688,122.31623,122.80304,124.71987,121.16198,120.57369,123.49364
2025-07-21,123.08573,125.82759,122.60346,123.24189,124.21165,125.08290,124.60885,123.56180,121.66136,125.57888,123.60418,122.96865,124.30197,121.41235,123.16168,125.98865,125.51577,123.06368,123.77843,125.08332,124.89427,123.36166,123.81695,122.92328,124.35037,124.24699,123.76270,123.59083,123.47996,123.15080,122.30189,123.88760,119.59421,121.10557,122.66881,124.40428,122.35351,120.87408,122.31111,123.09143,125.01754,124.94139,122.74439,124.05790,123.42010,122.29066,122.91052,122.01270,121.43018,121.63936,122.54302,124.56968,122.68853,122.85836,123.77802,122.48996,121.82788,122.86177,121.91586,122.95984,122.82215,122.40170,122.35704,125.40183,119.67302,122.19813,121.19113,122.45561,121.67981,124.86847,122.27663,122.67030,122.70829,125.58246,123.44528,128.59989,124.13055,120.44326,122.32727,122.83226,121.63821,121.87652,122.04140,122.07882,120.39774,123.22500,123.12158,122.33471,122.80929,124.69299,121.17085,120.56976,123.48222
2025-07-22,123.07514,125.81344,122.56350,123.23138,124.16402,125.04038,124.57004,123.59330,121.69483,125.52428,123.57663,122.94596,124.27725,121.38594,123.14512,125.95382,125.35585,123.06941,123.73187,125.04958,124.90513,123.25416,123.78167,122.90064,124.31663,124.22535,123.72443,123.56390,123.46062,123.08697,122.26884,123.88247,119.59093,121.07974,122.66615,124.40228,122.32748,120.86132,122.30444,123.09844,125.00272,124.93100,122.74114,124.06855,123.40429,122.28074,122.93636,122.01285,121.43127,121.63545,122.52800,124.57457,122.69011,122.85267,123.77447,122.46421,121.79076,122.83307,121.90433,122.94953,122.83998,122.41166,122.37323,125.42978,119.69857,122.21650,121.20139,122.46380,121.69387,124.87712,122.30856,122.65620,122.72934,125.59692,123.45798,128.50578,124.11875,120.44805,122.35622,122.84582,121.63826,121.88837,122.06781,122.08176,120.38616,123.22171,123.15627,122.35320,122.81553,124.66611,121.17972,120.56582,123.47080
2025-07-23,123.06456,125.79928,122.52354,123.22086,124.11640,124.99785,124.53123,123.62479,121.72831,125.46969,123.54909,122.92327,124.25252,121.35952,123.12856,125.91899,125.19592,123.07515,123.68531,125.01585,124.91598,123.14665,123.74639,122.87800,124.28289,124.20370,123.68616,123.53698,123.44128,123.02314,122.23579,123.87733,119.58765,121.05391,122.66349,124.40028,122.30146,120.84856,122.29776,123.10544,124.98790,124.92062,122.73788,124.07920,123.38848,122.27082,122.96220,122.01299,121.43236,121.63154,122.51298,124.57947,122.69169,122.84698,123.77091,122.43846,121.75363,122.80438,121.89281,122.93922,122.85782,122.42162,122.38942,125.45772,119.72411,122.23486,121.21165,122.47200,121.70794,124.88578,122.34050,122.64209,122.75040,125.61138,123.47067,128.41167,124.10695,120.45284,122.38517,122.85937,121.63831,121.90023,122.09422,122.08469,120.37459,123.21843,123.19097,122.37169,122.82177,124.63923,121.18858,120.56189,123.45938
2025-07-24,123.05397,125.78512,122.48358,123.21034,124.06877,124.95533,124.49242,123.65628,121.76178,125.41510,123.52155,122.90058,124.22780,121.33311,123.11200,125.88415,125.03600,123.08088,123.63875,124.98211,124.92684,123.03915,123.71111,122.85536,124.24915,124.18205,123.64789,123.51006,123.42194,122.95931,122.20273,123.87220,119.58436,121.02808,122.66083,124.39827,122.27543,120.83580,122.29109,123.11245,124.97308,124.91024,122.73463,124.08986,123.37267,122.26090,122.98805,122.01313,121.43345,121.62762,122.49796,124.58436,122.69327,122.84129,123.76736,122.41271,121.71651,122.77568,121.88128,122.92891,122.87566,122.43157,122.40561,125.48567,119.74966,122.25323,121.22191,122.48019,121.72200,124.89443,122.37243,122.62799,122.77146,125.62584,123.48337,128.31757,124.09516,120.45763,122.41412,122.87293,121.63837,121.91208,122.12064,122.08763,120.36302,123.21514,123.22566,122.39018,122.82802,124.61235,121.19745,120.55795,123.44796
2025-07-25,123.04338,125.77096,122.44362,123.19982,124.02115,124.91280,124.45361,123.68778,121.79526,125.36051,123.49401,122.87789,124.20307,121.30670,123.09544,125.84932,124.87607,123.08661,123.59219,124.94837,124.93770,122.93165,123.67583,122.83272,124.21541,124.16040,123.60962,123.48314,123.40259,122.89549,122.16968,123.86706,119.58108,121.00225,122.65817,124.39627,122.24941,120.82303,122.28442,123.11946,124.95826,124.89985,122.73137,124.10051,123.35686,122.25098,123.01389,122.01327,121.43454,121.62371,122.48294,124.58925,122.69485,122.83560,123.76381,122.38696,121.67939,122.74698,121.86976,122.91859,122.89350,122.44153,122.42180,125.51362,119.77521,122.27160,121.23217,122.48838,121.73606,124.90309,122.40436,122.61388,122.79252,125.64029,123.49606,128.22346,124.08336,120.46241,122.44307,122.88648,121.63842,121.92394,122.14705,122.09056,120.35144,123.21185,123.26036,122.40867,122.83426,124.58547,121.20632,120.55402,123.43654
2025-07-26,123.03280,125.75680,122.40366,123.18930,123.97352,124.87027,124.41480,123.71927,121.82874,125.30592,123.46647,122.85520,124.17834,121.28028,123.07888,125.81449,124.71615,123.09235,123.54563,124.91464,124.94855,122.82414,123.64055,122.81008,124.18166,124.13876,123.57135,123.45622,123.38325,122.83166,122.13663,123.86192,119.57780,120.97642,122.65551,124.39427,122.22338,120.81027,122.27774,123.12647,124.94344,124.88947,122.72812,124.11116,123.34105,122.24106,123.03973,122.01341,121.43562,121.61980,122.46792,124.59415,122.69643,122.82991,123.76025,122.36121,121.64226,122.71828,121.85824,122.90828,122.91133,122.45149,122.43799,125.54157,119.80075,122.28996,121.24244,122.49657,121.75012,124.91175,122.43630,122.59977,122.81357,125.65475,123.50876,128.12935,124.07156,120.46720,122.47203,122.90004,121.63847,121.93579,122.17347,122.09350,120.33987,123.20856,123.29506,122.42716,122.84050,124.55858,121.21519,120.55008,123.42512
2025-07-27,123.02221,125.74265,122.36370,123.17878,123.92589,124.82775,124.37599,123.75077,121.86221,125.25132,123.43892,122.83251,124.15362,121.25387,123.06232,125.77966,124.55623,123.09808,123.49907,124.88090,124.95941,122.71664,123.60527,122.78744,124.14792,124.11711,123.53308,123.42929,123.36391,122.76783,122.10358,123.85679,119.57452,120.95060,122.65285,124.39227,122.19735,120.79751,122.27107,123.13348,124.92862,124.87908,122.72486,124.12181,123.32524,122.23114,123.06557,122.01355,121.43671,121.61589,122.45290,124.59904,122.69801,122.82422,123.75670,122.33546,121.60514,122.68958,121.84671,122.89797,122.92917,122.46145,122.45419,125.56952,119.82630,122.30833,121.25270,122.50477,121.76419,124.92040,122.46823,122.58567,122.83463,125.66921,123.52146,128.03524,124.05977,120.47199,122.50098,122.91359,121.63852,121.94764,122.19988,122.09643,120.32830,123.20527,123.32975,122.44565,122.84675,124.53170,121.22405,120.54615,123.41370
2025-07-28,123.01163,125.72849,122.32373,123.16826,123.87827,124.78522,124.33718,123.78226,121.89569,125.19673,123.41138,122.80982,124.12889,121.22746,123.04576,125.74483,124.39630,123.10382,123.45251,124.84717,124.97027,122.60914,123.56999,122.76480,124.11418,124.09546,123.49481,123.40237,123.34456,122.70400,122.07053,123.85165,119.57123,120.92477,122.65019,124.39027,122.17133,120.78475,122.26439,123.14048,124.91380,124.86870,122.72160,124.13247,123.30943,122.22122,123.09141,122.01369,121.43780,121.61197,122.43788,124.60393,122.69959,122.81853,123.75314,122.30971,121.56802,122.66089,121.83519,122.88766,122.94701,122.47140,122.47038,125.59746,119.85185,122.32670,121.26296,122.51296,121.77825,124.92906,122.50017,122.57156,122.85569,125.68367,123.53415,127.94114,124.04797,120.47677,122.52993,122.92715,121.63857,121.95950,122.22629,122.09937,120.31672,123.20198,123.36445,122.46414,122.85299,124.50482,121.23292,120.54221,123.40227
2025-07-29,123.00104,125.71433,122.28377,123.15774,123.83064,124.74270,124.29837,123.81375,121.92916,125.14214,123.38384,122.78712,124.10417,121.20105,123.02920,125.70999,124.23638,123.10955,123.40596,124.81343,124.98112,122.50163,123.53472,122.74216,124.08044,124.07381,123.45654,123.37545,123.32522,122.64018,122.03748,123.84651,119.56795,120.89894,122.64753,124.38826,122.14530,120.77198,122.25772,123.14749,124.89898,124.85832,122.71835,124.14312,123.29362,122.21130,123.11725,122.01383,121.43889,121.60806,122.42286,124.60882,122.70117,122.81284,123.74959,122.28396,121.53090,122.63219,121.82366,122.87735,122.96485,122.48136,122.48657,125.62541,119.87740,122.34506,121.27322,122.52115,121.79231,124.93771,122.53210,122.55746,122.87675,125.69813,123.54685,127.84703,124.03618,120.48156,122.55888,122.94070,121.63862,121.97135,122.25271,122.10230,120.30515,123.19869,123.39914,122.48263,122.85924,124.47794,121.24179,120.53828,123.39085
2025-07-30,122.99045,125.70017,122.24381,123.14723,123.78302,124.70017,124.25956,123.84525,121.96264,125.08755,123.35630,122.76443,124.07944,121.17463,123.01264,125.67516,124.07645,123.11528,123.35940,124.77969,124.99198,122.39413,123.49944,122.71953,124.04670,124.05216,123.41827,123.34853,123.30588,122.57635,122.00443,123.84138,119.56467,120.87311,122.64488,124.38626,122.11928,120.75922,122.25105,123.15450,124.88416,124.84793,122.71509,124.15377,123.27781,122.20137,123.14310,122.01398,121.43998,121.60415,122.40784,124.61372,122.70275,122.80715,123.74604,122.25821,121.49377,122.60349,121.81214,122.86703,122.98268,122.49132,122.50276,125.65336,119.90294,122.36343,121.28348,122.52935,121.80637,124.94637,122.56403,122.54335,122.89780,125.71259,123.55954,127.75292,124.02438,120.48635,122.58783,122.95426,121.63868,121.98320,122.27912,122.10524,120.29358,123.19540,123.43384,122.50112,122.86548,124.45106,121.25065,120.53435,123.37943
2025-07-31,122.97987,125.68602,122.20385,123.13671,123.73539,124.65765,124.22075,123.87674,121.99611,125.03296,123.32875,122.74174,124.05471,121.14822,122.99608,125.64033,123.91653,123.12102,123.31284,124.74596,125.00283,122.28662,123.46416,122.69689,124.01296,124.03052,123.38000,123.32161,123.28654,122.51252,121.97137,123.83624,119.56139,120.84728,122.64222,124.38426,122.09325,120.74646,122.24437,123.16151,124.86934,124.83755,122.71184,124.16442,123.26200,122.19145,123.16894,122.01412,121.44107,121.60023,122.39282,124.61861,122.70433,122.80145,123.74248,122.23245,121.45665,122.57479,121.80061,122.85672,123.00052,122.50128,122.51895,125.68131,119.92849,122.38180,121.29374,122.53754,121.82044,124.95503,122.59597,122.52924,122.91886,125.72705,123.57224,127.65881,124.01258,120.49114,122.61679,122.96781,121.63873,121.99506,122.30554,122.10817,120.28200,123.19212,123.46853,122.51960,122.87172,124.42417,121.25952,120.53041,123.36801
2025-08-01,122.96928,125.67186,122.16389,123.12619,123.68776,124.61512,124.18194,123.90824,122.02959,124.97837,123.30121,122.71905,124.02999,121.12181,122.97952,125.60550,123.75661,123.12675,123.26628,124.71222,125.01369,122.17912,123.42888,122.67425,123.97922,124.00887,123.34173,123.29468,123.26719,122.44870,121.93832,123.83110,119.55810,120.82146,122.63956,124.38226,122.06722,120.73369,122.23770,123.16851,124.85451,124.82717,122.70858,124.17508,123.24619,122.18153,123.19478,122.01426,121.44215,121.59632,122.37780,124.62350,122.70591,122.79576,123.73893,122.20670,121.41953,122.54610,121.78909,122.84641,123.01836,122.51123,122.53515,125.70926,119.95404,122.40016,121.30400,122.54573,121.83450,124.96368,122.62790,122.51514,122.93992,125.74151,123.58494,127.56471,124.00079,120.49592,122.64574,122.98137,121.63878,122.00691,122.33195,122.11111,120.27043,123.18883,123.50323,122.53809,122.87797,124.39729,121.26839,120.52648,123.35659
2025-08-02,122.95869,125.65770,122.12393,123.11567,123.64014,124.57259,124.14313,123.93973,122.06307,124.92377,123.27367,122.69636,124.00526,121.09539,122.96296,125.57067,123.59668,123.13249,123.21972,124.67849,125.02455,122.07162,123.39360,122.65161,123.94548,123.98722,123.30346,123.26776,123.24785,122.38487,121.90527,123.82597,119.55482,120.79563,122.63690,124.38026,122.04120,120.72093,122.23102,123.17552,124.83969,124.81678,122.70533,124.18573,123.23037,122.17161,123.22062,122.01440,121.44324,121.59241,122.36278,124.62839,122.70749,122.79007,123.73538,122.18095,121.38240,122.51740,121.77757,122.83610,123.03620,122.52119,122.55134,125.73720,119.97958,122.41853,121.31426,122.55392,121.84856,124.97234,122.65984,122.50103,122.96098,125.75597,123.59763,127.47060,123.98899,120.50071,122.67469,122.99492,121.63883,122.01876,122.35837,122.11404,120.25886,123.18554,123.53793,122.55658,122.88421,124.37041,121.27726,120.52254,123.34517
2025-08-03,122.94811,125.64354,122.08397,123.10515,123.59251,124.53007,124.10432,123.97122,122.09654,124.86918,123.24613,122.67367,123.98054,121.06898,122.94640,125.53583,123.43676,123.13822,123.17316,124.64475,125.03540,121.96411,123.35832,122.62897,123.91173,123.96557,123.26519,123.24084,123.22851,122.32104,121.87222,123.82083,119.55154,120.76980,122.63424,124.37826,122.01517,120.70817,122.22435,123.18253,124.82487,124.80640,122.70207,124.19638,123.21456,122.16169,123.24646,122.01454,121.44433,121.58849,122.34776,124.63329,122.70907,122.78438,123.73182,122.15520,121.34528,122.48870,121.76604,122.82579,123.05403,122.53115,122.56753,125.76515,120.00513,122.43690,121.32452,122.56212,121.86262,124.98100,122.69177,122.48693,122.98203,125.77043,123.61033,127.37649,123.97720,120.50550,122.70364,123.00848,121.63888,122.03062,122.38478,122.11698,120.24728,123.18225,123.57262,122.57507,122.89045,124.34353,121.28612,120.51861,123.33375
2025-08-04,122.93752,125.62939,122.04401,123.09463,123.54489,124.48754,124.06551,124.00272,122.13002,124.81459,123.21858,122.65098,123.95581,121.04257,122.92984,125.50100,123.27684,123.14395,123.12660,124.61101,125.04626,121.85661,123.32304,122.60633,123.87799,123.94393,123.22692,123.21392,123.20916,122.25721,121.83917,123.81570,119.54826,120.74397,122.63158,124.37625,121.98915,120.69541,122.21768,123.18954,124.81005,124.79601,122.69882,124.20704,123.19875,122.15177,123.27231,122.01468,121.44542,121.58458,122.33274,124.63818,122.71066,122.77869,123.72827,122.12945,121.30816,122.46000,121.75452,122.81547,123.07187,122.54111,122.58372,125.79310,120.03068,122.45526,121.33478,122.57031,121.87668,124.98965,122.72371,122.47282,123.00309,125.78489,123.62302,127.28238,123.96540,120.51028,122.73259,123.02203,121.63894,122.04247,122.41119,122.11991,120.23571,123.17896,123.60732,122.59356,122.89670,124.31665,121.29499,120.51467,123.32233
2025-08-05,123.28437,125.87609,122.35438,123.60888,123.79161,124.90659,124.39775,123.87412,121.99730,125.33172,123.55557,122.95249,124.31790,121.33591,123.33535,125.82124,123.84117,123.13972,123.49466,125.02011,125.38155,122.28397,123.66277,122.88017,124.27138,124.32683,123.58253,123.51309,123.53602,122.73522,122.21287,124.20651,119.82536,121.06710,122.98544,124.76815,122.30023,121.02724,122.47609,123.54291,125.27024,125.25441,123.05720,124.52208,123.58439,122.44734,123.63016,122.32248,121.74161,121.86734,122.68944,124.99446,123.01125,123.14660,124.07344,122.52059,121.54155,122.79468,122.04024,123.16739,123.53121,122.96225,122.97374,126.37748,120.40611,122.88338,121.74174,122.95538,122.24171,125.36836,123.21842,122.82006,123.55897,126.24056,123.92348,127.89664,124.28523,120.87537,123.23019,123.52388,122.00876,122.42555,122.87271,122.54179,120.42350,123.43914,124.08370,122.98193,123.29669,124.58879,121.57450,120.77853,122.91695
2025-08-06,123.41329,126.00132,122.44031,123.90780,123.86001,125.08937,124.50369,123.57545,121.72639,125.59293,123.69487,123.01832,124.47403,121.39856,123.45601,125.93873,124.19211,122.86961,123.61758,125.18935,125.49909,122.56740,123.79214,122.95859,124.43965,124.48016,123.72147,123.60072,123.64145,123.02661,122.31442,124.32408,119.92038,121.16442,123.08775,124.89229,122.40616,121.12099,122.51577,123.62999,125.42287,125.41181,123.15771,124.60620,123.69303,122.52154,123.73228,122.39751,121.80687,121.92192,122.80472,125.09005,123.09367,123.22090,124.18547,122.69086,121.61699,122.89855,122.12867,123.27082,123.73500,123.20749,123.15129,126.65453,120.63016,123.11101,121.98770,123.14174,122.41781,125.48298,123.50033,122.92576,123.90659,126.43511,123.99811,128.19289,124.39240,121.06045,123.50158,123.78393,122.13794,122.57513,123.09430,122.76382,120.42452,123.46713,124.33093,123.14756,123.49349,124.59110,121.66738,120.91239,122.88292
